Date,Time,UserPhone,UserName,MessageBody
%2019-04-08,%13:40:17,%6188888770478643302,%EMT VALÈNCIA,%e2e_notification%
RUTAS
%2019-04-08,%13:40:17,%7675732811730811327,%Lau,%hola! un bus desde Tarongers hasta el hospital 9 de octubre?%
%2019-04-08,%13:43:40,%6188888770478643302,%EMT VALÈNCIA,%Hola, puedes coger la línea 98 en Av. Tarongers y te deja en Vall de la Ballestera - Luis Buñuel. Saludos.%
%2019-04-08,%13:44:08,%7675732811730811327,%Lau,%valee perfecto%
%2019-04-08,%13:44:30,%7675732811730811327,%Lau,%y hasta el el hospital general???????%
%2019-04-08,%13:48:48,%6188888770478643302,%EMT VALÈNCIA,%Puedes coger la línea 99 en Lluís Peixò - Tarongers y bajar en Tres Creus  - Jurats. Saludos.%
%2019-04-08,%13:48:59,%7675732811730811327,%Lau,%valee gracias%
%2019-04-12,%11:59:33,%7675732811730811327,%Lau,%el bus 15 direccion la punta%
%2019-04-12,%11:59:35,%7675732811730811327,%Lau,%se puede coger%
%2019-04-12,%11:59:37,%7675732811730811327,%Lau,%en el centro?%
%2019-04-12,%12:02:04,%6188888770478643302,%EMT VALÈNCIA,%Hola, la línea 15 sí pero la frecuencia es de 90 minutos.%
%2019-04-12,%12:02:14,%7675732811730811327,%Lau,%y el 14?%
%2019-04-12,%12:02:30,%6188888770478643302,%EMT VALÈNCIA,%En Marqués de Sotelo-Xàtiva puedes coger la línea 15%
%2019-04-12,%12:03:23,%6188888770478643302,%EMT VALÈNCIA,%Otra opción es coger la línea 95 en la parada Porta de la Mar, cerca del Corte Inglés de Pintor Sorolla.%
%2019-04-12,%12:04:01,%7675732811730811327,%Lau,%.la frecuencia del 14%
%2019-04-12,%12:04:05,%7675732811730811327,%Lau,%cual es%
%2019-04-12,%12:06:19,%6188888770478643302,%EMT VALÈNCIA,%La frecuencia es de 13 minutos. Saludos!%
%2019-04-12,%12:06:26,%7675732811730811327,%Lau,%perfecto%
%2019-04-12,%12:06:28,%7675732811730811327,%Lau,%gracias!%
%2019-04-12,%12:10:55,%7675732811730811327,%Lau,%el 14 se coge en marquws d sotelo%
%2019-04-12,%12:12:03,%6188888770478643302,%EMT VALÈNCIA,%Sí en Marqués de Sotelo-Xàtiva.%
