Date,Time,UserPhone,UserName,MessageBody
%2019-04-01,%08:16:42,%6188888770478643302,%EMT VALÈNCIA,%e2e_notification%
ESTIMACION
%2019-04-01,%08:16:42,%3016212718323922305,%Nelson 🥥🤩,%258%
%2019-04-03,%07:59:11,%3016212718323922305,%Nelson 🥥🤩,%258%
%2019-04-01,%08:17:35,%6188888770478643302,%EMT VALÈNCIA,%Faltan 3 minutos. Saludos%
%2019-04-03,%08:03:18,%3016212718323922305,%Nelson 🥥🤩,%258%
%2019-04-03,%08:03:32,%6188888770478643302,%EMT VALÈNCIA,%Buenos días, recuerda que nuestro horario de Atención al Cliente por WhatsApp es de Lunes a Viernes (laborables) de 8 a 21 horas y Sábados de 9 a 14 horas. Si sigues teniendo duda vuelve a contactar con nosotros.%
%2019-04-03,%08:03:45,%3016212718323922305,%Nelson 🥥🤩,%258%
%2019-04-03,%08:04:33,%3016212718323922305,%Nelson 🥥🤩,%258%
%2019-04-03,%08:07:20,%6188888770478643302,%EMT VALÈNCIA,%Hola, tienes uno próximo%
%2019-04-03,%08:07:38,%3016212718323922305,%Nelson 🥥🤩,%Y el siguiente?%
