Date,Time,UserPhone,UserName,MessageBody
%2019-03-22,%08:04:57,%6188888770478643302,%EMT VALÈNCIA,%e2e_notification%
ESTIMACION
%2019-03-22,%08:04:57,%4782726947941428650,%Nisín 🌺,%Cuanto le falta al 71 para llegar a la parada 534?%
%2019-03-22,%08:04:59,%4782726947941428650,%Nisín 🌺,%??%
%2019-03-22,%08:07:10,%6188888770478643302,%EMT VALÈNCIA,%Buenos días, le quedan 10 minutos. Saludos%
%2019-03-22,%08:20:06,%4782726947941428650,%Nisín 🌺,%Cuanto le falta al 71 para llegar a la parada 534?%
%2019-03-22,%08:20:09,%4782726947941428650,%Nisín 🌺,%??%
%2019-03-22,%08:26:36,%6188888770478643302,%EMT VALÈNCIA,%Hay un bus próximo y el siguiente en 9 minutos%
%2019-03-25,%14:17:35,%4782726947941428650,%Nisín 🌺,%Cuanto le falta al 71 para llegar a la parada 534?%
%2019-03-25,%14:17:35,%4782726947941428650,%Nisín 🌺,%???%
%2019-03-25,%14:18:17,%6188888770478643302,%EMT VALÈNCIA,%Hola, en 7 minutos llega tu bus. Saludos.%
%2019-03-28,%19:13:40,%4782726947941428650,%Nisín 🌺,%Cuanto le falta al 93 para llegar a la parada 700%
%2019-03-28,%19:13:42,%4782726947941428650,%Nisín 🌺,%???%
%2019-03-28,%19:15:38,%6188888770478643302,%EMT VALÈNCIA,%Hola, lo tienes en 6 minutos. Un saludo!%
%2019-04-01,%14:14:24,%4782726947941428650,%Nisín 🌺,%Cuanto le falta al 71 para llegar a la parada 534?%
%2019-04-01,%14:14:26,%4782726947941428650,%Nisín 🌺,%???%
%2019-04-01,%14:25:55,%6188888770478643302,%EMT VALÈNCIA,%Hay u nb%
%2019-04-01,%14:26:10,%6188888770478643302,%EMT VALÈNCIA,%Hay un bus próximo y el siguiente en 9 minutos. Saludos%
%2019-04-03,%07:21:35,%4782726947941428650,%Nisín 🌺,%revoked%
%2019-04-03,%07:21:36,%4782726947941428650,%Nisín 🌺,%revoked%
%2019-04-05,%16:31:57,%4782726947941428650,%Nisín 🌺,%Cuanto le falta al 71 para llegar a la parada 534?%
%2019-04-05,%16:31:58,%4782726947941428650,%Nisín 🌺,%???%
%2019-04-05,%16:33:57,%6188888770478643302,%EMT VALÈNCIA,%Hola, el próximo bus pasa en 9 minutos. Saludos.%
%2019-04-08,%14:08:51,%4782726947941428650,%Nisín 🌺,%Cuanto le falta al 71 para llegar a la parada 534?%
%2019-04-08,%14:08:54,%4782726947941428650,%Nisín 🌺,%???%
%2019-04-08,%14:10:31,%6188888770478643302,%EMT VALÈNCIA,%Hola, el sistema indica un bus próximo y otro en 9 minutos. Saludos.%
%2019-04-12,%08:15:24,%4782726947941428650,%Nisín 🌺,%Cuanto le falta al 71 para llegar a la parada 534?%
%2019-04-12,%08:15:26,%4782726947941428650,%Nisín 🌺,%???%
%2019-04-12,%08:16:34,%6188888770478643302,%EMT VALÈNCIA,%Hola, pasa un bus en 9 minutos. Saludos!%
