Date,Time,UserPhone,UserName,MessageBody
%2019-03-27,%14:38:27,%6188888770478643302,%EMT VALÈNCIA,%e2e_notification%
%2019-03-27,%14:38:28,%3372512274183054390,%Domocity Ana,%Hola el autobus%
%2019-03-27,%14:38:31,%3372512274183054390,%Domocity Ana,%1834%
%2019-03-27,%14:38:35,%3372512274183054390,%Domocity Ana,%Cuando pasa%
%2019-03-27,%14:38:37,%3372512274183054390,%Domocity Ana,%?%
%2019-03-27,%14:39:33,%6188888770478643302,%EMT VALÈNCIA,%Hola, hay uno próximo y el siguiente en 16 minutos. Saludos.%
%2019-03-27,%14:39:54,%3372512274183054390,%Domocity Ana,%Ok%
%2019-03-27,%14:39:59,%3372512274183054390,%Domocity Ana,%Graciaa%
%2019-03-27,%14:40:32,%6188888770478643302,%EMT VALÈNCIA,%Gracias a ti!%
%2019-04-03,%14:27:42,%3372512274183054390,%Domocity Ana,%1834%
%2019-04-03,%14:27:52,%3372512274183054390,%Domocity Ana,%Cuando pasa?%
%2019-04-03,%14:28:38,%6188888770478643302,%EMT VALÈNCIA,%Buenas tardes, en 16 minutos. Un saludo%
