Date,Time,UserPhone,UserName,MessageBody
%2019-03-21,%14:12:28,%6188888770478643302,%EMT VALÈNCIA,%e2e_notification%
RUTAS
%2019-03-21,%14:12:28,%765449458242515681,%Juanjo,%hola buenas tardes, una pregunta, como se llama la parada siguiente de la de burjasot zaidia en la linea 95?%
%2019-03-21,%14:20:22,%6188888770478643302,%EMT VALÈNCIA,%Menéndez Pidal (par)  - Pare Ferris. Saludos.%
%2019-03-21,%14:36:44,%765449458242515681,%Juanjo,%okey, gracias%
%2019-03-21,%14:38:00,%6188888770478643302,%EMT VALÈNCIA,%Gracias a ti, feliz jueves!%
%2019-03-21,%14:58:27,%765449458242515681,%Juanjo,%casi me olvido de preguntarlo, a estas alturas, hay algun bus que pase cerca de las playas?%
%2019-03-21,%15:00:07,%6188888770478643302,%EMT VALÈNCIA,%Hola, a qué playa quieres ir?%
%2019-03-21,%15:00:21,%765449458242515681,%Juanjo,%malvarrosa%
%2019-03-21,%15:00:38,%6188888770478643302,%EMT VALÈNCIA,%Desde dónde?%
%2019-03-21,%15:01:04,%765449458242515681,%Juanjo,%desde la parada, pla de la zaidia- burjassot%
%2019-03-21,%15:08:18,%6188888770478643302,%EMT VALÈNCIA,%Puedes coger la línea 98 en Reus (par) - Poeta Fernández Heredia  y bajar en Passeig Marítim - Pavía. Saludos.%
%2019-03-21,%15:08:44,%765449458242515681,%Juanjo,%okey, gracias%
%2019-03-21,%15:16:40,%765449458242515681,%Juanjo,%y al volver donde lo cojo?%
%2019-03-21,%15:18:47,%6188888770478643302,%EMT VALÈNCIA,%Puedes cogerlo en esa misma parada y te deja de nuevo en C/ Reus.%
%2019-03-21,%15:19:18,%765449458242515681,%Juanjo,%Okey%
%2019-03-21,%15:19:20,%765449458242515681,%Juanjo,%Gracias%
%2019-03-21,%15:38:35,%765449458242515681,%Juanjo,%pme ha dicho mi padre que el 95 tambien me serviria%
%2019-03-21,%15:38:36,%765449458242515681,%Juanjo,%es cierto?%
%2019-03-21,%15:39:54,%6188888770478643302,%EMT VALÈNCIA,%La línea 95 te deja en el Puerto, cerca de la playa de la Arenas.%
%2019-03-21,%19:58:46,%765449458242515681,%Juanjo,%una pregunta%
%2019-03-21,%19:59:01,%765449458242515681,%Juanjo,%revoked%
%2019-03-21,%19:59:37,%765449458242515681,%Juanjo,%cual es la parada de poeta fernandez heredia?%
%2019-03-21,%20:11:24,%6188888770478643302,%EMT VALÈNCIA,%Es con la calle Reus%
%2019-03-21,%20:12:00,%6188888770478643302,%EMT VALÈNCIA,%1814 - Reus (par) - Poeta Fdez. Heredia\n\nC. Reus, 32 ACC%
%2019-03-21,%20:45:52,%765449458242515681,%Juanjo,%para ir a malvarrosa tanbien me vale si lo coo en periodista llorente?%
%2019-03-21,%20:56:03,%765449458242515681,%Juanjo,%o en esa parada no?%
%2019-03-21,%20:56:50,%6188888770478643302,%EMT VALÈNCIA,%La línea 98 mañana Viernes no llega a la playa%
%2019-03-21,%20:57:01,%6188888770478643302,%EMT VALÈNCIA,%Sólo sábados y festivos%
%2019-03-21,%20:57:26,%765449458242515681,%Juanjo,%y que linea llega a la playa entonces?%
%2019-03-21,%20:57:40,%6188888770478643302,%EMT VALÈNCIA,%Puedes coger la línea 98 para enlazar con la línea 32 en Serrería%
%2019-03-21,%20:57:58,%765449458242515681,%Juanjo,%y directos?%
%2019-03-21,%20:58:13,%6188888770478643302,%EMT VALÈNCIA,%O a línea 95 desde Blanqueries que te deja en Playa las Arenas%
%2019-03-21,%20:58:47,%765449458242515681,%Juanjo,%ah vale, si es para el sabado. perdona. que me he equivocado%
%2019-03-21,%20:59:20,%6188888770478643302,%EMT VALÈNCIA,%Ah vale pues entonces la línea 98 sí llega a la playa. Saludos!%
%2019-03-21,%20:59:32,%765449458242515681,%Juanjo,%image%
%2019-03-21,%20:59:53,%765449458242515681,%Juanjo,%se lo cojo allí tambien me dejará en malvarrosa?%
%2019-03-21,%21:00:23,%6188888770478643302,%EMT VALÈNCIA,%Cómo se llama esa parada?%
%2019-03-21,%21:00:51,%765449458242515681,%Juanjo,%creo que alqueria de estrella o algo parecido%
%2019-03-21,%21:02:06,%765449458242515681,%Juanjo,%😅%
%2019-03-22,%08:07:58,%6188888770478643302,%EMT VALÈNCIA,%Buenos días, recuerda que nuestro horario de Atención al Cliente por WhatsApp es de Lunes a Viernes (laborables) de 8 a 21 horas y Sábados de 9 a 14 horas. Si sigues teniendo duda vuelve a contactar con nosotros.%
%2019-03-22,%12:55:30,%765449458242515681,%Juanjo,%hola buenas una pregunta%
%2019-03-22,%12:56:03,%765449458242515681,%Juanjo,%si cojo mañana en bus en  alqueria de estrella e dejará en malvarrosa?%
%2019-03-22,%12:58:24,%765449458242515681,%Juanjo,%o no?%
%2019-03-22,%13:04:40,%6188888770478643302,%EMT VALÈNCIA,%Buenos días, la línea 98 sábados y domingos llega a la malvarrosa. Un saludo%
%2019-03-22,%13:05:31,%765449458242515681,%Juanjo,%pero en la parada que te digo, puedo cogerla o tiene que ser en fernandez heredia?%
%2019-03-22,%13:08:56,%6188888770478643302,%EMT VALÈNCIA,%Reus - Alqueria de la Estrella%
%2019-03-22,%13:09:29,%765449458242515681,%Juanjo,%si, en esa puedo cogerlo para que me lleve a malvarrosa?%
%2019-03-22,%13:09:57,%6188888770478643302,%EMT VALÈNCIA,%Si%
%2019-03-22,%13:10:08,%765449458242515681,%Juanjo,%okey, gracias%
%2019-03-22,%13:11:41,%6188888770478643302,%EMT VALÈNCIA,%Feliz día!%
