Date,Time,UserPhone,UserName,MessageBody
%2019-03-20,%20:44:36,%6188888770478643302,%EMT VALÈNCIA,%e2e_notification%
RUTAS
%2019-03-20,%20:44:35,%4954359323102910588,%Beatriz,%Hola, como puedo ir de la calle benicarlo a la calle rio bidasoa%
%2019-03-20,%20:58:30,%6188888770478643302,%EMT VALÈNCIA,%Hola, puedes coger la línea 12 en Emilio Baró para bajar en Pedro Cabanes con Camino de Moncada. Saludos!%
%2019-03-21,%15:20:56,%4954359323102910588,%Beatriz,%Hola, como puedo ir de guillem de castro a la altura del ivam, hasta zona patraix donde virgen de la cabeza%
%2019-03-21,%15:34:10,%6188888770478643302,%EMT VALÈNCIA,%Hola, puedes coger la línea 5 en Guillem de Castro - Na Jordana y bajar en Tetuan y enlazar con la línea 71 y bajar en Tres Forques - Arxiduc Carles. Saludos.%
%2019-03-21,%16:09:22,%4954359323102910588,%Beatriz,%👍gracias%
%2019-03-21,%16:09:51,%6188888770478643302,%EMT VALÈNCIA,%Gracias a ti!%
%2019-03-22,%12:41:55,%4954359323102910588,%Beatriz,%Hola queria preguntar, para ir a torrefiel desde pintor matarana, puedo coger el 12 verdad? Donde lio debo decoger?%
%2019-03-22,%12:48:26,%6188888770478643302,%EMT VALÈNCIA,%Buenos días , puedes coger la línea 12 en Equador - Verbena . Un saludo%
%2019-03-22,%12:51:40,%4954359323102910588,%Beatriz,%Me piedes decir a que hora pasa el ultimo ?%
%2019-03-22,%12:58:17,%6188888770478643302,%EMT VALÈNCIA,%El último sale de Nit - Foc a las 22:30 horas. Un saludo%
%2019-03-22,%12:58:52,%4954359323102910588,%Beatriz,%Ok%
%2019-03-28,%12:44:18,%4954359323102910588,%Beatriz,%Hola, en la calle reina germana, para ir a torrefiel, puedo coger cerquita el 6%
%2019-03-28,%12:44:23,%4954359323102910588,%Beatriz,%?%
%2019-03-28,%12:46:50,%6188888770478643302,%EMT VALÈNCIA,%Hola , en qué dirección vas?%
%2019-03-28,%12:49:20,%4954359323102910588,%Beatriz,%Tengo que ir de torrefiel a reina y al reves%
%2019-03-28,%12:50:21,%4954359323102910588,%Beatriz,%ptt%
%2019-03-28,%12:50:41,%6188888770478643302,%EMT VALÈNCIA,%Hola, Calle de la reina o Plaza de la Reina?%
%2019-03-28,%12:51:17,%4954359323102910588,%Beatriz,%Reina doña germana 12%
%2019-03-28,%12:55:04,%6188888770478643302,%EMT VALÈNCIA,%Puedes coger la línea 6 en Torrefiel y bajar en Pintor Salvador Abril-Mestre J. Serrano.%
%2019-03-28,%12:55:21,%6188888770478643302,%EMT VALÈNCIA,%En qué zona de Torrefiel tienes que cogerlo?%
%2019-03-28,%12:56:16,%4954359323102910588,%Beatriz,%Primera parada hermanos machado  o santo domingo el sabio%
%2019-03-28,%12:57:01,%4954359323102910588,%Beatriz,%Para volver puedo por ejemplo en calle ruzafa paseo%
%2019-03-28,%12:57:42,%6188888770478643302,%EMT VALÈNCIA,%De acuerdo, coge la línea 6 en Cecili Pla- Germans Machado. Saludos.%
