Date,Time,UserPhone,UserName,MessageBody
%2019-03-22,%12:05:25,%6188888770478643302,%EMT VALÈNCIA,%e2e_notification%
RUTAS
%2019-03-22,%12:05:23,%5610379757807405172,%María José,%Buenos días!  Me gustaría recibir información por favor. Si llego a la estación del norte tengo una linea de autobús que me lleve al hospital general.  Muchas gracias%
%2019-03-22,%12:09:10,%6188888770478643302,%EMT VALÈNCIA,%Buenos días, las líneas 70,71 y 73 le acercan al hospital general. Un saludo%
%2019-03-22,%12:10:02,%5610379757807405172,%María José,%Y salen de la misma estación?%
%2019-03-22,%12:10:16,%5610379757807405172,%María José,%Cada cuánto salen?%
%2019-03-22,%12:10:23,%5610379757807405172,%María José,%Muy amable%
%2019-03-22,%12:11:53,%5610379757807405172,%María José,%Después del hospital general  cojo la misma linea para volver a la estación?%
%2019-03-22,%12:16:02,%6188888770478643302,%EMT VALÈNCIA,%Las líneas 70 y 71 salen de Plaza Ayuntamiento - Sangre. La línea 73 puede cogerla en Xativa - Institut ( la parada está enfrente de la estación del norte). Para volver puede coger cualquier línea dirección centro. Un saludo%
%2019-03-22,%12:16:34,%5610379757807405172,%María José,%Ok gracias%
%2019-03-22,%12:21:21,%6188888770478643302,%EMT VALÈNCIA,%Gracias a ti, feliz día!%
